,ID,Predict_flag
434,94892,1
435,94945,1
436,94960,1
437,95114,1
438,95212,1
439,95360,1
440,95769,1
441,96309,1
442,96474,1
443,96500,1
444,96613,1
445,97468,1
446,98138,1
447,98221,1
448,98387,1
449,98555,1
450,98675,1
451,98765,1
452,99073,1
453,99479,1
454,99730,1
455,99886,1
456,100027,1
457,100042,1
458,100779,1
459,101338,1
460,101426,1
461,101612,1
462,101681,1
463,101731,1
464,101998,1
465,102180,1
466,102472,1
467,102559,1
468,102647,1
469,102930,1
470,103226,1
471,103490,1
472,103775,1
473,103854,1
474,103995,1
475,104195,1
476,104231,1
477,104658,1
478,104733,1
479,105617,1
480,105757,1
481,106297,1
482,106398,1
483,106427,1
484,106587,1
485,106777,1
486,106806,1
487,106825,1
488,107498,1
489,107742,1
490,108004,1
491,108236,1
492,108333,1
493,108425,1
494,108500,1
495,108554,1
496,108752,1
497,108843,1
498,108957,1
499,109175,1
500,109200,1
501,109269,1
502,109859,1
503,110098,1
504,110257,1
505,110319,1
506,110485,1
507,110894,1
508,111315,1
509,111376,1
510,111989,1
511,112117,1
512,112235,1
513,112355,1
514,113401,1
515,113605,1
516,113864,1
517,114008,1
518,114098,1
519,114271,1
520,114396,1
521,115186,1
522,115347,1
523,115400,1
524,115830,1
525,116537,1
526,116703,1
527,116880,1
528,117333,1
529,117553,1
530,117663,1
531,117696,1
532,117784,1
533,117956,1
534,117994,1
535,118267,1
536,118329,1
537,118379,1
538,119075,1
539,119086,1
540,119212,1
541,119290,1
542,119352,1
543,119380,1
544,119549,1
545,119643,1
546,119937,1
547,120494,1
548,120855,1
549,121037,1
550,121486,1
551,121697,1
552,121704,1
553,121730,1
554,121874,1
555,121977,1
556,122082,1
557,122428,1
558,122554,1
559,122891,1
560,122941,1
561,123134,1
562,124463,1
563,124640,1
564,124866,1
565,124919,1
566,125582,1
567,125653,1
568,125661,1
569,126114,1
570,126134,1
571,126152,1
572,126269,1
573,126602,1
574,126757,1
575,127496,1
576,127526,1
577,127780,1
578,127786,1
579,127861,1
580,128084,1
581,128120,1
582,129385,1
583,129544,1
584,129814,1
585,130090,1
586,130308,1
587,130350,1
588,130381,1
589,130503,1
590,130691,1
591,130734,0
592,130888,1
593,131230,1
594,131434,1
595,132030,1
596,132061,1
597,133079,1
598,133351,1
599,133530,1
600,133543,1
601,133711,1
602,133740,1
603,133832,1
604,133855,1
605,133938,1
606,134044,1
607,134139,1
608,134240,1
609,134593,1
610,134886,1
611,135204,1
612,136542,1
613,136738,1
614,137098,1
615,137131,1
616,137468,1
617,137905,1
618,137924,1
619,138050,1
620,138147,1
621,139556,1
622,140279,1
623,140389,1
624,140634,1
625,140775,1
626,140844,1
627,140924,1
628,141017,1
629,141156,1
630,141549,1
631,142751,1
632,142888,1
633,142997,1
634,143246,1
635,143308,1
636,143481,1
637,144100,1
638,144148,1
639,144236,1
640,145239,1
641,145279,1
642,145729,1
643,146763,1
644,146775,1
645,147123,1
646,147223,1
647,147402,1
648,147432,1
649,147769,1
650,148063,1
651,148170,1
652,148219,1
653,148577,1
654,148721,1
655,148879,1
656,149167,1
657,149421,1
658,149439,1
659,149478,1
660,150341,1
661,150488,1
662,150511,1
663,150649,1
664,150708,1
665,150791,1
666,150903,1
667,151059,1
668,151262,1
669,151336,1
670,152355,1
671,152405,1
672,152595,1
673,152661,1
674,152700,1
675,152917,1
676,152949,1
677,153231,1
678,153245,1
679,153617,1
680,153870,1
681,154020,1
682,154697,1
683,154793,1
684,154802,1
685,155048,1
686,155195,1
687,155222,1
688,155338,1
689,155776,1
690,155831,1
691,155971,1
692,156014,1
693,156776,1
694,157098,1
695,157259,1
696,157292,1
697,157507,1
698,157549,1
699,157582,1
700,157898,1
701,157901,1
702,158265,1
703,158326,1
704,158943,1
705,159018,1
706,159222,1
707,159495,1
708,159532,1
709,159670,1
710,159819,1
711,159979,1
712,160021,1
713,160388,1
714,160393,1
715,160527,1
716,160603,1
717,161013,1
718,161015,1
719,161276,1
720,161352,1
721,161830,1
722,162039,1
723,162061,1
724,162160,1
725,162722,1
726,162932,1
727,163183,1
728,163753,1
729,164135,1
730,165221,1
731,165452,1
732,165789,1
733,166295,1
734,166419,1
735,166522,1
736,166571,1
737,166678,1
738,167215,1
739,167313,1
740,167374,1
741,167391,1
742,168005,1
743,168291,1
744,168666,1
745,169038,1
746,169052,1
747,169216,1
748,169222,1
749,169392,1
750,169435,1
751,169669,1
752,170165,1
753,170266,1
754,170284,1
755,170320,1
756,170367,1
757,170597,1
758,170613,1
759,170662,1
760,170763,1
761,171107,1
762,171609,1
763,171828,1
764,172180,1
765,172537,1
766,172884,1
767,173266,1
768,173514,1
769,173825,1
770,174318,1
771,174404,1
772,174540,1
773,174801,1
774,174936,1
775,175002,1
776,175257,1
777,176410,1
778,176679,1
779,176932,1
780,177192,1
781,177619,1
782,177755,1
783,177890,1
784,178133,1
785,178167,1
786,178182,1
787,178297,1
788,178800,1
789,178885,1
790,179011,1
791,179459,1
792,179597,1
793,179738,1
794,179810,1
795,180173,1
796,180188,1
797,180217,1
798,180534,1
799,180764,1
800,180964,1
801,180988,1
802,181021,1
803,181160,1
804,181178,1
805,181224,1
806,181387,1
807,181396,1
808,181456,1
809,181555,1
810,181558,1
811,181618,1
812,181696,1
813,181773,1
814,182027,1
815,182188,1
816,182312,1
817,182396,1
818,182709,1
819,182743,1
820,182812,1
821,182913,1
822,183338,1
823,183381,1
824,183537,1
825,183746,1
826,183814,1
827,183841,1
828,184062,1
829,184089,1
830,184187,1
831,184280,1
832,184350,1
833,184514,1
834,184636,1
835,185249,1
836,185487,1
837,185734,1
838,185858,1
839,186011,1
840,186350,1
841,186369,1
842,186411,1
843,186576,1
844,186730,1
845,186927,1
846,187136,1
847,187550,1
848,187613,1
849,187828,1
850,187997,1
851,188096,1
852,188170,1
853,188282,1
854,188459,1
855,188635,1
856,188778,1
857,188922,1
858,188984,1
859,189366,1
860,189885,1
861,190347,1
862,190360,1
863,190431,1
864,190457,1
865,190624,1
866,191123,1
867,191145,1
868,191301,1
869,191558,1
870,191739,1
871,191994,1
872,192128,1
873,192347,1
874,192423,1
875,192434,1
876,192521,1
877,192580,1
878,192619,1
879,192706,1
880,193195,1
881,193594,1
882,193744,1
883,193821,1
884,193857,1
885,194030,1
886,194039,1
887,194087,1
888,194267,1
889,194287,1
890,194504,1
891,194979,1
892,194991,1
893,195348,1
894,195420,1
895,195819,1
896,195904,1
897,196327,1
898,196559,1
899,196962,1
900,198028,1
901,198109,1
902,198154,1
903,198315,1
904,198334,1
905,198404,1
906,198586,1
907,198682,1
908,198777,1
909,199351,1
910,199845,1
911,199979,1
912,200404,1
913,200834,1
914,201291,1
915,201460,1
916,201502,1
917,201628,1
918,201778,1
919,202613,1
920,202693,1
921,203002,1
922,203064,1
923,203427,1
924,203463,1
925,203516,1
926,203521,1
927,203664,1
928,203738,1
929,203922,1
930,204446,1
931,204538,1
932,204540,1
933,205277,1
934,205301,1
935,205936,1
936,206102,1
937,206364,1
938,206812,1
939,206877,1
940,207215,1
941,207503,1
942,207648,1
943,207698,1
944,207863,1
945,207889,1
946,207934,1
947,208002,1
948,208177,1
949,208563,1
950,208764,1
951,208899,1
952,209017,1
953,209221,1
954,209797,1
955,210213,1
956,210445,1
957,210475,1
958,210828,1
959,210959,1
960,211011,1
961,211193,1
962,211424,1
963,211770,1
964,211804,1
965,212050,1
966,212091,1
967,212943,1
968,213302,1
969,213428,1
970,213495,1
971,213539,1
972,213889,1
973,213920,1
974,214131,1
975,214498,1
976,214926,1
977,215080,1
978,215643,1
979,215659,1
980,215806,1
981,215882,1
982,216126,1
983,216309,1
984,216739,1
985,216797,1
986,216809,1
987,216839,1
988,217190,1
989,217231,1
990,217331,1
991,218249,1
992,218287,1
993,218363,1
994,218468,1
995,218743,1
996,218775,1
997,218934,1
998,219396,1
999,220196,1
1000,220702,1
1001,220707,1
1002,221067,1
1003,221679,1
1004,221980,1
1005,222067,1
1006,222314,1
1007,222373,1
1008,222544,1
1009,222813,1
1010,222994,1
1011,223117,1
1012,223127,1
1013,223699,1
1014,223879,1
1015,223933,1
1016,224144,1
1017,224403,1
1018,225135,1
1019,225623,1
1020,225685,1
1021,225688,1
1022,226020,0
1023,226553,1
1024,226925,1
1025,227049,1
1026,227264,1
1027,227407,1
1028,227676,1
1029,227915,1
1030,227950,1
1031,228083,1
1032,228152,1
1033,228202,1
1034,228488,1
1035,228589,1
1036,228690,1
1037,229050,1
1038,229073,1
1039,229158,1
1040,229815,1
1041,229829,1
1042,229838,1
1043,229921,1
1044,230006,1
1045,230011,0
1046,230371,1
1047,230784,1
1048,230814,1
1049,231080,1
1050,231153,1
1051,231208,1
1052,231265,1
1053,231795,1
1054,232094,1
1055,232238,1
1056,232362,1
1057,232876,1
1058,232887,1
1059,232969,1
1060,233100,1
1061,233450,1
1062,233670,1
1063,234156,1
1064,234177,1
1065,234667,1
1066,234907,1
1067,235237,1
1068,235300,1
1069,235551,1
1070,235627,1
1071,235726,1
1072,235783,1
1073,235972,1
1074,236129,1
1075,236218,1
1076,236239,1
1077,236647,1
1078,236820,1
1079,236972,1
1080,236998,1
1081,237058,1
1082,237308,1
1083,237316,1
1084,237324,1
1085,237831,1
1086,237943,1
1087,237968,1
1088,238126,1
1089,238259,1
1090,238458,1
1091,238500,1
1092,238656,1
1093,238681,1
1094,238766,1
1095,239049,1
1096,239308,1
1097,239781,1
1098,239838,1
1099,239958,1
1100,240043,1
1101,240653,0
1102,241016,1
1103,241105,1
1104,241465,1
1105,241512,1
1106,241600,1
1107,241993,1
1108,242181,1
1109,242448,0
1110,243182,0
1111,243184,1
1112,243358,1
1113,243770,1
1114,244241,1
1115,244301,1
1116,244800,1
1117,244895,1
1118,245240,1
1119,245584,1
1120,245625,1
1121,246147,1
1122,246153,1
1123,246156,1
1124,246386,1
1125,246642,1
1126,246799,1
1127,246894,1
1128,247032,1
1129,247237,1
1130,247277,1
1131,247808,1
1132,247952,1
1133,248015,1
1134,248222,1
1135,248528,1
1136,248530,1
1137,248680,1
1138,248843,1
1139,248854,1
1140,250053,1
1141,250784,1
1142,251097,1
1143,251187,1
1144,251479,1
1145,251651,1
1146,251663,1
1147,253067,1
1148,253227,1
1149,253735,1
1150,253763,1
1151,253934,1
1152,253948,1
1153,254097,1
1154,254582,1
1155,254924,1
1156,255103,1
1157,255538,1
1158,255581,1
1159,255919,1
1160,256183,1
1161,256242,1
1162,256317,1
1163,256321,1
1164,256335,1
1165,256721,1
1166,256816,1
1167,258283,0
1168,258475,1
1169,259020,1
1170,259271,1
1171,259416,1
1172,260392,1
1173,260479,1
1174,260525,1
1175,260989,1
1176,261247,1
1177,261516,1
1178,261583,1
1179,261973,1
1180,262000,1
1181,262063,1
1182,262372,1
1183,262861,1
1184,263434,1
1185,263527,1
1186,263715,1
1187,263989,1
1188,264089,1
1189,264276,1
1190,264280,1
1191,264444,1
1192,265128,1
1193,265268,1
1194,265329,1
1195,265393,1
1196,265490,1
1197,265651,1
1198,266075,1
1199,266111,1
1200,266803,1
1201,266876,1
1202,266982,1
1203,267010,1
1204,267258,1
1205,267279,1
1206,267664,1
1207,267830,1
1208,268257,1
1209,268492,1
1210,268587,1
1211,269044,1
1212,269147,1
1213,269179,1
1214,269324,1
1215,269507,1
1216,269792,1
1217,269970,1
1218,270343,1
1219,270574,1
1220,270678,1
1221,270878,1
1222,271062,1
1223,271545,1
1224,272003,1
1225,272139,1
1226,272928,1
1227,272984,1
1228,273554,1
1229,274373,1
1230,274421,1
1231,274440,1
1232,275128,1
1233,275259,1
1234,275328,1
1235,275335,1
1236,275510,1
1237,275822,1
1238,276033,1
1239,276053,1
1240,276422,1
1241,276633,1
1242,276664,1
1243,277514,1
1244,277580,1
1245,277816,1
1246,277829,1
1247,278247,1
1248,278379,1
1249,278589,1
1250,278728,1
1251,278939,1
1252,278980,1
1253,279155,1
1254,279253,1
1255,279262,1
1256,279366,1
1257,279438,1
1258,279443,1
1259,279777,1
1260,279920,1
1261,280574,1
1262,281026,1
1263,281327,1
1264,281445,1
1265,282032,1
1266,282161,1
1267,282504,1
1268,282526,1
1269,282638,1
1270,282834,1
1271,283327,1
1272,283360,1
1273,283366,1
1274,283501,1
1275,283792,1
1276,284202,1
1277,284443,1
1278,284474,1
1279,284567,1
1280,284759,1
1281,284938,1
1282,285005,1
1283,285007,1
1284,285544,1
1285,285565,1
1286,285753,1
1287,285905,1
1288,285948,1
1289,286094,1
1290,286404,1
1291,287313,1
1292,287365,1
1293,287573,1
1294,287790,1
1295,288181,1
1296,288237,1
1297,288470,1
1298,288832,1
1299,288968,0
1300,289201,1
1301,289769,1
1302,289858,1
1303,290331,1
1304,290479,1
1305,290551,1
1306,290563,1
1307,290915,1
1308,291887,1
1309,291994,1
1310,292019,1
1311,292308,1
1312,292374,1
1313,292787,1
1314,292811,1
1315,293188,1
1316,293871,1
1317,294642,1
1318,294849,1
1319,295008,1
1320,295096,1
1321,295291,1
1322,295383,1
1323,295404,1
1324,295569,1
1325,295584,1
1326,295597,1
1327,295623,1
1328,295671,1
1329,295879,1
1330,295911,1
1331,296229,1
1332,296321,1
1333,296659,1
1334,296716,1
1335,296769,1
1336,296965,1
1337,297023,1
1338,297103,1
1339,297338,1
1340,297388,1
1341,297400,1
1342,297699,1
1343,297722,1
1344,297827,1
1345,297949,1
1346,297965,1
1347,298041,1
1348,298067,1
1349,298177,1
1350,298329,1
1351,298762,1
1352,298855,1
1353,299106,1
1354,299136,1
1355,299242,1
1356,299851,1
1357,299860,1
1358,300134,1
1359,300433,1
1360,300617,1
1361,300674,1
1362,300719,1
1363,300895,1
1364,300988,1
1365,301135,1
1366,301447,1
1367,301730,1
1368,301777,1
1369,302254,1
1370,302282,1
1371,302369,1
1372,302474,1
1373,302923,1
1374,303579,1
1375,303736,1
1376,303745,1
1377,303768,1
1378,303772,1
1379,303774,1
1380,303881,1
1381,304177,1
1382,304520,1
1383,304641,1
1384,304979,1
1385,305045,1
1386,305247,1
1387,305525,1
1388,305571,1
1389,306043,1
1390,306099,1
1391,306124,1
1392,306337,1
1393,307122,1
1394,307341,1
1395,307784,1
1396,307874,1
1397,307883,1
1398,308094,1
1399,308421,1
1400,308576,1
1401,309120,1
1402,310159,1
1403,310272,1
1404,310399,1
1405,310508,1
1406,311183,1
1407,311474,1
1408,311574,1
1409,311681,1
1410,311829,1
1411,311906,1
1412,312065,1
1413,312296,1
1414,312881,1
1415,312898,1
1416,313583,1
1417,313591,1
1418,313792,1
1419,313828,1
1420,314361,1
1421,314379,1
1422,315523,1
1423,315839,1
1424,315984,1
1425,316091,1
1426,316102,1
1427,316198,1
1428,316322,1
1429,316605,1
1430,316814,1
1431,316921,1
1432,317073,1
1433,317433,1
1434,318025,1
1435,318630,1
1436,318836,1
1437,319059,1
1438,319157,1
1439,319634,1
1440,319758,1
1441,319800,1
1442,319805,1
1443,319886,1
1444,320037,1
1445,320096,1
1446,320117,1
1447,320122,1
1448,320393,1
1449,320450,1
1450,320470,1
1451,320733,1
1452,320949,1
1453,321193,1
1454,321213,1
1455,321298,1
1456,321353,1
1457,321714,1
1458,321869,1
1459,322082,1
1460,322093,1
1461,322167,1
1462,322369,1
1463,322503,1
1464,322579,1
1465,322757,1
1466,322822,1
1467,322951,1
1468,323091,1
1469,323143,1
1470,323330,1
1471,324435,1
1472,324775,1
1473,324985,1
1474,325437,1
1475,325520,1
1476,325777,1
1477,325797,1
1478,325830,1
1479,326045,1
1480,326115,1
1481,326145,1
1482,326192,1
1483,326212,1
1484,326262,1
1485,326301,1
1486,326570,1
1487,326592,1
1488,326766,1
1489,326897,1
1490,326904,1
1491,327050,1
1492,327066,1
1493,327370,1
1494,327777,1
1495,328554,1
1496,328602,1
1497,328733,1
1498,329888,1
1499,330070,1
1500,330710,1
1501,330938,1
1502,331259,1
1503,331567,1
1504,331580,1
1505,331679,1
1506,332110,1
1507,332467,1
1508,332561,1
1509,332713,1
1510,332900,1
1511,332909,1
1512,333160,1
1513,333649,1
1514,333686,1
1515,333939,1
1516,334019,1
1517,334158,1
1518,334294,1
1519,334371,1
1520,334425,1
1521,334774,1
1522,335117,1
1523,335479,1
1524,335732,1
1525,335804,1
1526,335960,1
1527,336517,1
1528,336611,1
1529,336803,1
1530,336838,1
1531,336903,1
1532,337013,1
1533,337041,1
1534,337136,1
1535,337199,1
1536,337284,1
1537,337868,1
1538,337891,1
1539,338051,1
1540,338108,1
1541,338353,1
1542,338850,1
1543,338890,1
1544,338914,1
1545,338941,1
1546,338985,1
1547,339271,1
1548,339289,1
1549,339503,1
1550,339830,1
1551,340625,1
1552,340798,1
1553,340945,1
1554,341216,1
1555,341291,1
1556,341319,1
1557,341353,1
1558,342157,1
1559,342259,1
1560,342293,1
1561,342424,1
1562,342585,1
1563,343357,1
1564,343435,1
1565,343752,1
1566,344337,1
1567,344732,1
1568,344805,1
1569,344961,1
1570,345331,1
1571,345387,1
1572,345435,1
1573,346354,1
1574,346681,1
1575,347503,1
1576,347730,1
1577,347934,1
1578,347999,1
1579,348217,1
1580,348627,1
1581,348889,1
1582,349055,1
1583,349360,1
1584,349727,1
1585,349793,1
1586,349982,1
1587,350465,1
1588,350597,1
1589,351033,1
1590,351262,1
1591,351362,1
1592,351630,1
1593,351649,1
1594,351668,1
1595,351757,1
1596,351839,1
1597,352210,1
1598,352282,1
1599,352567,1
1600,352981,1
1601,353290,1
1602,353415,1
1603,353625,1
1604,353693,1
1605,353748,1
1606,354033,1
1607,354139,1
1608,354471,1
1609,354495,1
1610,354593,1
1611,354600,1
1612,354722,1
1613,354776,1
1614,354980,1
1615,355116,1
1616,355132,1
1617,355715,1
1618,356188,1
1619,356237,1
1620,356875,1
1621,356879,1
1622,357070,1
1623,357556,1
1624,357630,1
1625,357952,1
1626,358248,1
1627,358303,1
1628,358522,1
1629,358610,1
1630,358665,1
1631,359236,1
1632,359359,1
1633,359607,1
1634,359665,1
1635,359994,1
1636,360011,1
1637,360213,1
1638,360298,1
1639,360681,1
1640,361115,1
1641,361470,1
1642,361540,1
1643,362286,1
1644,362433,1
1645,362802,1
1646,362853,1
1647,362891,1
1648,363087,1
1649,363114,1
1650,363448,1
1651,363482,1
1652,363940,1
1653,363985,1
1654,364020,1
1655,364140,1
1656,364332,1
1657,365213,1
1658,365488,1
1659,365611,1
1660,366153,1
1661,366165,1
1662,366300,1
1663,366545,1
1664,367050,1
1665,367305,1
1666,367815,1
1667,367969,1
1668,368035,1
1669,368489,1
1670,368688,1
1671,368963,1
1672,369041,1
1673,369045,1
1674,369142,1
1675,369287,1
1676,369469,1
1677,369536,1
1678,370629,1
1679,370940,1
1680,371150,1
1681,371211,1
1682,371664,1
1683,371832,1
1684,372009,1
1685,372305,1
1686,372487,1
1687,372888,1
1688,372952,1
1689,373771,1
1690,374122,1
1691,374361,1
1692,374449,1
1693,374458,1
1694,374801,1
1695,374827,1
1696,374863,1
1697,375029,1
1698,375250,1
1699,375681,1
1700,375687,1
1701,376133,1
1702,376252,1
1703,376459,1
1704,376669,1
1705,376980,1
1706,377032,1
1707,377117,1
1708,377202,1
1709,377520,1
1710,377556,1
1711,377904,1
1712,377914,1
1713,377922,1
1714,378165,1
1715,378252,1
1716,378572,1
1717,379033,1
1718,379513,1
1719,379529,1
1720,380116,1
1721,380312,1
1722,380468,1
1723,380520,1
1724,380672,1
1725,380944,1
1726,380972,1
1727,380989,1
1728,381016,1
1729,381294,1
1730,381329,1
1731,381716,1
1732,381900,1
1733,382219,1
1734,382579,1
1735,383388,1
1736,383597,1
1737,383676,1
1738,383850,1
1739,383914,1
1740,384415,1
1741,384501,1
1742,384654,1
1743,385416,1
1744,385528,1
1745,385624,1
1746,385806,1
1747,385935,1
1748,386059,1
1749,386119,1
1750,387076,1
1751,387139,1
1752,387195,1
1753,387260,1
1754,387291,1
1755,387929,1
1756,388148,1
1757,388260,1
1758,388291,1
1759,388490,1
1760,388612,1
1761,388864,1
1762,388873,1
1763,389047,1
1764,389740,1
1765,389787,1
1766,390214,1
1767,391282,1
1768,391390,1
1769,391437,1
1770,391739,1
1771,391970,1
1772,392198,1
1773,392271,1
1774,392587,1
1775,392631,1
1776,392740,1
1777,392802,1
1778,392866,1
1779,392918,1
1780,393286,1
1781,393359,1
1782,393851,1
1783,394348,1
1784,394512,1
1785,394576,1
1786,394605,1
1787,394981,1
1788,395004,1
1789,395096,1
1790,395227,1
1791,396175,1
1792,396286,1
1793,396328,1
1794,396836,1
1795,396851,1
1796,396882,1
1797,397291,1
1798,397558,1
1799,397683,1
1800,398064,1
1801,398151,1
1802,398179,1
1803,398962,1
1804,399012,1
1805,399084,1
1806,399317,1
1807,399368,1
1808,399779,1
1809,399793,1
1810,399973,1
1811,400106,1
1812,400290,1
1813,400708,1
1814,400734,1
1815,400748,1
1816,401215,1
1817,401454,1
1818,401764,1
1819,401880,1
1820,402113,1
1821,402700,1
1822,403194,1
1823,403209,1
1824,404577,1
1825,404791,1
1826,404884,1
1827,404969,1
1828,405074,1
1829,405088,1
1830,405177,1
1831,405318,1
1832,405352,1
1833,405544,1
1834,405571,1
1835,405953,1
1836,406156,1
1837,406426,1
1838,406814,1
1839,407492,1
1840,407790,1
1841,408702,1
1842,408781,1
1843,408877,1
1844,409070,1
1845,409131,1
1846,409177,1
1847,409191,1
1848,409443,1
1849,409546,1
1850,410312,1
1851,410482,1
1852,410487,1
1853,410912,1
1854,410931,1
1855,411022,1
1856,411159,1
1857,411449,1
1858,411503,1
1859,412001,1
1860,412100,1
1861,412265,1
1862,412310,1
1863,412693,1
1864,412868,1
1865,412950,1
1866,412973,1
1867,413277,1
1868,413323,1
1869,413812,1
1870,413879,1
1871,413995,1
1872,414004,1
